ItemID,Frequency
N18887-0,6360
N34998-0,6341
N56514,6317
N21707-0,6275
N19661-0,6271
N43386-0,6270
N13930-0,6254
N12907,6228
N3894-0,6225
N20811-0,6212
N23081-0,6180
N59852-0,6179
N4913-0,6177
N50601-0,6175
N56193-0,6128
N7121-0,6116
N42457-0,6101
N32483,6079
N33964-0,6064
N40716,6009
N26026,5986
N48742,5983
N40725-0,5969
N13801-0,5955
N27737-0,5952
N54489-0,5942
N24272-0,5937
N57713-0,5930
N2823-0,5914
N9135-0,5838
N11101,5836
N39317-0,5827
N56753,5819
N14726-0,5814
N36530,5806
N53318-0,5790
N13579-0,5770
N60550-0,5769
N26673-0,5766
N45551-0,5763
N23653,5755
N58641,5715
N11005,5714
N35273-0,5711
N33501-0,5705
N15830-0,5687
N57754-0,5684
N57081-0,5662
N27560-0,5621
N61233-0,5615
N16148-0,5608
N60872-0,5605
N27526,5592
N4912-0,5591
N53470-0,5588
N6975-0,5581
N12028-0,5575
N5442-0,5562
N64467,5532
N28413-0,5524
N25546-0,5519
N40509,5505
N11231,5499
N17117-0,5489
N54536,5468
N58090,5465
N36659-0,5464
N7821-0,5463
N26176,5455
N46029-0,5444
N13374,5415
N20076-0,5406
N55645-0,5379
N33677-0,5369
N36660-0,5365
N33013,5338
N32852,5331
N5146-0,5324
N54842,5290
N9621-0,5280
N1034-0,5272
N40944,5253
N59407-0,5246
N31370-0,5227
N30160,5225
N43502-0,5207
N50710,5199
N59267-0,5182
N42143-0,5158
N55606-0,5150
N23784-0,5150
N46811,5127
N46607-0,5116
N3541-0,5108
N279-0,5108
N58660-0,5106
N4526,5096
N53515-0,5094
N7328-0,5070
N32312,5059
N3930-0,5058
N9623-0,5049
N50469-0,5040
N55275-0,5026
N48356,5023
N23184-0,5017
N8061-0,5004
N56227-0,5003
N36712-0,4986
N49483-0,4972
N41934-0,4968
N52122-0,4961
N44399,4947
N4593,4947
N36424,4938
N49685-0,4935
N10897,4919
N57737,4900
N45428-0,4899
N59088-0,4896
N61145-0,4892
N35937-0,4885
N35172-0,4869
N14780-0,4850
N5364-0,4842
N8084-0,4842
N4936-0,4841
N1644-0,4837
N59436-0,4835
N20575,4804
N47981-0,4800
N54482-0,4796
N45616-0,4796
N55911,4795
N50389-0,4787
N21342-0,4777
N9803,4775
N29468-0,4761
N19542-0,4756
N53531,4742
N28188-0,4730
N36545-0,4720
N41122-0,4719
N47149-0,4718
N37920,4708
N40442,4706
N14436-0,4686
N20121,4684
N47719,4675
N18285,4672
N64513-0,4667
N11363-0,4657
N40318-0,4645
N10754-0,4644
N33872-0,4643
N45729,4641
N61196,4637
N17069-0,4628
N63106-0,4625
N496-0,4610
N29715-0,4608
N48657-0,4601
N30353,4594
N33828-0,4592
N16844-0,4587
N40171-0,4586
N47652-0,4577
N60340,4574
N47067-0,4573
N7809-0,4567
N39765-0,4556
N7494-0,4546
N17759-0,4545
N25624-0,4542
N62395-0,4539
N39949-0,4532
N37663,4524
N61185-0,4523
N2869-0,4519
N22339-0,4509
N12096,4506
N28072-0,4485
N24423-0,4471
N61822-0,4470
N34048-0,4469
N8258,4460
N38442-0,4458
N57957-0,4454
N43519-0,4447
N13486-0,4439
N22561,4432
N51692,4424
N9120,4414
N19347,4411
N36186-0,4407
N21882-0,4403
N58075-0,4401
N64094-0,4399
N60858-0,4390
N37437-0,4380
N40065-0,4374
N10865,4370
N54125-0,4369
N40431-0,4369
N16439-0,4353
N52294-0,4352
N6023,4343
N51287-0,4335
N732-0,4327
N4985-0,4322
N8015-0,4320
N55689-1,4316
N47578-0,4309
N53017,4308
N42458,4301
N21128-0,4298
N46526-0,4286
N60491,4286
N22257-0,4285
N42526,4278
N21701-0,4276
N41578-0,4261
N64916-0,4259
N42515-0,4256
N48046-0,4252
N22880-0,4250
N43595-0,4237
N37753-0,4233
N477,4233
N64554,4232
N61404-0,4232
N8595-0,4222
N38256,4209
N42597-0,4206
N21077-0,4202
N26286-0,4201
N44559,4201
N60212,4198
N38118,4193
N28058,4179
N46795,4177
N57614-0,4170
N5652-0,4160
N9798,4158
N47717-0,4157
N32691-0,4152
N60186-0,4142
N16290,4133
N57005-0,4113
N41354-0,4111
N24591,4093
N22407-0,4092
N16920-0,4092
N13008,4086
N18529-0,4085
N5048-0,4084
N48699,4076
N2203,4074
N54988-0,4071
N20576-0,4069
N31029-0,4068
N64542-0,4064
N20547,4063
N49879-0,4060
N58553-0,4058
N61760-0,4057
N48487-0,4054
N23958,4040
N19495,4040
N45954,4038
N62750-0,4030
N64305-0,4028
N7419-0,4011
N36703-0,4011
N36184-0,3995
N43309-0,3994
N25764-0,3990
N15315-0,3987
N24691,3984
N11769-0,3980
N53895,3980
N30088-0,3979
N30920-0,3976
N5889-0,3974
N29739-0,3969
N25315-0,3966
N49279-0,3959
N51853-0,3959
N47412-0,3954
N26364,3953
N12446-0,3948
N37204-0,3946
N28296,3944
N30998-0,3943
N40640,3942
N57368-0,3941
N22664-0,3939
N50014-0,3937
N33981,3935
N46821-0,3927
N32010-0,3920
N47572-0,3917
N4247-0,3911
N36786-0,3905
N48715,3902
N3491,3894
N12523-0,3892
N52536,3885
N43102-0,3874
N39117,3871
N42698-0,3865
N51089,3856
N6616,3854
N13231,3853
N52000-0,3845
N37942,3841
N37377-0,3838
N32015-0,3831
N53033,3826
N47558,3825
N13259-0,3822
N30089-0,3805
N49745,3804
N37091,3801
N33261-0,3792
N3500,3790
N16209-0,3785
N62920-0,3783
N56051-0,3780
N36681-0,3774
N29340-0,3773
N23162-0,3772
N36351-0,3768
N36016-0,3768
N42726,3757
N28495-0,3754
N12800-0,3746
N49475,3740
N16804-0,3730
N3259,3729
N16342-0,3722
N59390-0,3722
N61408-0,3720
N55050-0,3713
N57318,3713
N41222-0,3711
N14742,3710
N20915-0,3707
N34694,3707
N62570-0,3704
N48578-0,3700
N37811,3696
N38309-0,3693
N34657-0,3690
N47229-0,3690
N20041-0,3690
N52867-0,3685
N6156,3685
N57402-0,3678
N14385,3676
N54274-0,3666
N25163-0,3650
N5283,3647
N38105,3643
N50,3641
N24356,3638
N53245-0,3632
N23814-0,3631
N63154-0,3611
N34110-0,3607
N1019-0,3602
N17050,3596
N28047-0,3593
N54698,3591
N16617,3589
N46513,3585
N35815-0,3580
N11415,3579
N18094,3570
N59469-0,3562
N46279-0,3558
N15224-0,3553
N61319,3552
N18312-0,3545
N22570,3544
N52180-0,3542
N56253,3541
N22161,3537
N40468-0,3533
N56447,3515
N37338-0,3508
N49908-0,3504
N50302-0,3495
N14478-0,3493
N37533-0,3485
N26795-0,3468
N6379-0,3465
N20495-0,3464
N57032-0,3463
N36638-0,3458
N25444-0,3458
N8559-0,3457
N24157-0,3452
N30135-0,3447
N35847-0,3446
N54655,3442
N2-0,3438
N2735,3436
N53234,3435
N4404-0,3425
N10470,3419
N23089-0,3413
N27644,3409
N62931,3408
N15761-0,3402
N20039,3400
N27154,3392
N24109-0,3387
N32087-0,3381
N44251,3380
N17340-0,3378
N51195-0,3377
N61787-0,3375
N19638,3370
N43492-0,3370
N44361,3359
N31448-0,3356
N29001-0,3355
N33755-0,3353
N42989,3350
N39670,3349
N23614,3348
N35729-1,3346
N55949-0,3344
N61027-0,3331
N32144-0,3329
N61483-0,3325
N16166-0,3321
N25722-0,3318
N49040,3316
N34724-0,3309
N3566,3309
N62714,3292
N53084-0,3289
N39683-0,3275
N62703,3271
N28324-0,3260
N90,3258
N13974-0,3257
N23942-0,3255
N24111-0,3255
N34069,3251
N33619-1,3246
N52723-0,3239
N38869-0,3238
N43955,3230
N12029-0,3228
N16291-0,3226
N45389-0,3226
N23254-0,3224
N19092-0,3223
N21317,3222
N848,3221
N8834,3219
N59138-0,3208
N1940-0,3207
N33005-0,3202
N48890-0,3183
N57097-0,3177
N10559,3175
N20793-0,3172
N64252-0,3168
N58814-0,3148
N38298,3147
N21656-0,3147
N24207-0,3142
N49023,3141
N47889-0,3139
N12579-0,3138
N18522-0,3135
N64543-0,3135
N35389-0,3135
N37394-0,3132
N9720-0,3130
N52555,3128
N10235,3127
N42128,3124
N10552-0,3123
N59761-0,3116
N32641-0,3111
N29218-0,3106
N64408,3105
N48705-0,3103
N51954-0,3101
N55186-0,3098
N61359-0,3094
N45704-0,3085
N16695,3083
N39374,3075
N30662,3075
N20729-0,3071
N37915,3067
N36699,3064
N32567-0,3061
N34869-0,3060
N46978,3059
N59691,3057
N44516-0,3057
N17115-0,3057
N29857,3055
N48076,3055
N57327-0,3053
N18030,3052
N57090-0,3051
N49955-0,3049
N46992-0,3037
N44249-0,3034
N38701,3030
N60844,3029
N44324-0,3025
N61296-0,3023
N57812,3016
N48019-0,3013
N9317,3010
N18360,3009
N55922,3006
N30765,3006
N64968-0,3003
N50032,3002
N46818,2997
N21623,2992
N3491-0,2991
N57886,2991
N61664,2990
N4069,2989
N57809-0,2984
N20746-0,2980
N6066-0,2975
N46039,2971
N39187-0,2969
N54300-0,2962
N15435-0,2962
N56711-0,2960
N23105,2959
N50592-0,2955
N41612-0,2950
N39342-0,2944
N34668-0,2935
N22029-0,2932
N21383,2932
N16118-0,2931
N45994,2930
N16280-0,2928
N6857-0,2916
N14417,2912
N31050-0,2908
N55714,2907
N54469,2907
N53054-0,2907
N22260,2904
N55555-0,2901
N51464,2901
N27919,2900
N47346-0,2893
N43368-0,2891
N38662-0,2891
N30665,2890
N5905-0,2886
N7754-0,2885
N13429,2885
N61032-0,2885
N11768-0,2874
N15194-0,2873
N48416-0,2873
N27289-0,2872
N23548-0,2868
N41797,2866
N3128-0,2864
N30531,2862
N12608-0,2861
N33630-0,2860
N43083-0,2857
N22997,2848
N21712-0,2847
N962-0,2847
N34287,2841
N41218,2838
N53585-1,2835
N9653,2834
N10414,2834
N36436-0,2831
N12194,2831
N17031-0,2822
N46846,2821
N3285-0,2821
N19911-0,2821
N32109,2820
N646-0,2818
N23085-0,2808
N18355,2802
N60985,2802
N44651-0,2800
N31763-0,2798
N6218,2797
N64632-0,2797
N18378-0,2795
N8929-0,2794
N30108-0,2785
N25966-0,2783
N19019-0,2776
N8548,2775
N6658-0,2770
N15279-0,2770
N13981-0,2769
N48958-0,2769
N29523,2755
N63688,2752
N1228-0,2752
N58003-0,2752
N36621-0,2750
N57651-0,2750
N47479,2750
N22320-0,2748
N45561-0,2747
N21753-0,2742
N46023,2741
N45590-0,2738
N36752-0,2733
N53049,2733
N4428-0,2730
N14713-0,2729
N21519-0,2727
N21-0,2723
N55043,2722
N2003,2719
N58813-0,2715
N46283-0,2714
N61595-0,2714
N63062,2711
N36624-0,2710
N42137,2709
N58264,2709
N47267-0,2700
N33976,2699
N47817-0,2697
N17965-0,2696
N38404-0,2693
N44495,2689
N21984,2689
N24180-0,2689
N63411,2687
N23760-0,2683
N20079-0,2680
N28313,2678
N51330,2676
N58232,2674
N28327-0,2673
N10812-0,2670
N41997,2670
N31273-0,2668
N45742-0,2667
N22279,2660
N53861-0,2658
N57818-0,2654
N7891-0,2654
N51983,2653
N64745-0,2647
N14114,2642
N41698-0,2641
N17482-0,2640
N13094-0,2639
N50060-0,2637
N59496,2633
N23571,2632
N64631,2629
N8400-0,2627
N35009,2626
N61023-0,2624
N51591,2622
N23008-0,2620
N57582,2620
N37673-0,2615
N48582,2614
N63302,2613
N59359,2612
N459,2611
N40438-0,2609
N30867,2607
N25471-0,2606
N13081,2598
N40692,2596
N51238,2596
N6787-0,2591
N33576-0,2590
N39461-0,2588
N45535,2586
N46845-0,2585
N43415-0,2584
N63656-0,2583
N16874,2582
N40448,2582
N50314-0,2579
N63970-1,2578
N13925,2574
N12367,2572
N14520-0,2570
N32089,2567
N16931-0,2565
N56586,2565
N5497-0,2564
N29735-0,2560
N58410-0,2559
N42670-0,2554
N9719-0,2554
N47851-0,2553
N6578-0,2552
N61768-0,2549
N1843,2546
N1603,2545
N54625,2544
N56121,2543
N9475-0,2540
N28523-0,2537
N63180,2533
N1031-0,2532
N35094-0,2530
N61249,2529
N35393-0,2529
N719,2528
N6890-0,2521
N52203-0,2520
N54522,2504
N50329-0,2499
N31504-0,2497
N16292,2496
N9226,2493
N29802,2492
N5957-0,2490
N166-0,2484
N45317-0,2483
N36221-0,2482
N31248,2481
N36612-0,2479
N48473-0,2475
N14523-0,2470
N53052,2469
N60615,2465
N36003-0,2463
N16344,2458
N8549,2456
N7466-0,2455
N20954-0,2455
N33-0,2449
N25587-0,2448
N40704,2446
N19660,2445
N12493-0,2444
N43202,2444
N11020,2444
N14452,2442
N4663-0,2442
N62563-0,2442
N3506-0,2438
N27437-0,2437
N26952-0,2436
N37994-0,2436
N10688-0,2436
N25414-0,2433
N30698,2432
N61740-0,2431
N43432-0,2424
N62546,2420
N36850-0,2412
N3046,2412
N55940-0,2411
N8029-0,2411
N55488-0,2408
N61571-0,2408
N27245-0,2408
N28132-0,2408
N11804,2402
N19050-0,2399
N33883-0,2397
N15134-0,2394
N32830,2394
N31996,2394
N52773-0,2393
N63390-0,2392
N6772-0,2392
N14349,2390
N5075-0,2382
N51705,2381
N31057,2379
N13051-0,2376
N9271-0,2373
N43266-0,2361
N16777-0,2360
N4156-0,2358
N9056,2357
N44290-0,2354
N30188-0,2354
N57987-0,2354
N3745-0,2353
N28862-0,2349
N48613-0,2345
N62688-0,2343
N20413-0,2340
N30974,2339
N19423-0,2332
N8687-0,2330
N20676-0,2327
N36964-0,2326
N45660-0,2326
N43338-0,2323
N261-0,2320
N19620,2320
N51241-0,2320
N37250,2318
N103-0,2317
N26025-0,2314
N12492-0,2313
N5227,2307
N9349-0,2306
N3726-0,2302
N45211-0,2299
N55582-0,2297
N43460-0,2297
N47525,2296
N51076,2295
N49685-1,2294
N30295-0,2292
N56630,2284
N47401-0,2283
N27676,2279
N44396,2276
N26642,2276
N25881-0,2271
N49279-1,2270
N8399-0,2267
N39758-0,2259
N11071,2258
N6342-0,2254
N45076-0,2254
N39041,2252
N16419-0,2251
N37793-0,2249
N38311-0,2247
N40495-0,2247
N56889,2241
N32846-0,2240
N6693-0,2240
N50155,2238
N46751-0,2238
N51553-0,2234
N42803-0,2234
N18613-0,2233
N38263-0,2224
N6390-0,2224
N33240-0,2223
N47035-0,2222
N58499-0,2219
N8191-0,2218
N45999,2213
N24376-0,2209
N19594,2206
N12254,2204
N10078,2202
N39462,2199
N10913-0,2197
N20710,2197
N17586-0,2196
N27612,2192
N3167-0,2190
N59546,2190
N55489-0,2180
N8373-0,2176
N65185-0,2175
N64009-0,2175
N65169,2174
N17966,2172
N7328,2171
N58580,2171
N32118-0,2171
N60223,2170
N50484-0,2170
N15253,2170
N55712-0,2169
N20018-0,2168
N54822,2168
N2578-0,2166
N62853,2164
N27932-0,2162
N6342,2162
N48925,2160
N8331,2157
N24243,2155
N33998,2154
N31281-0,2153
N62940,2149
N55743-0,2149
N38138-0,2145
N63650,2145
N9354-0,2144
N43436,2143
N5379,2141
N2952-0,2140
N27198-0,2140
N53237-0,2137
N56527,2135
N48077-0,2134
N5527,2134
N21428-0,2133
N11269-0,2131
N287-1,2128
N30071-0,2124
N3580-0,2124
N51346-0,2124
N43748-0,2123
N43001-0,2123
N61363-0,2122
N11793-0,2118
N50619-0,2115
N64748-0,2114
N51187-0,2114
N21019,2112
N41842-0,2111
N61880,2110
N11894,2107
N3663-0,2105
N21915-0,2104
N52257,2103
N44867,2103
N11551-0,2100
N7019,2099
N34394,2098
N2018,2096
N9047-0,2095
N14644,2095
N31893-0,2094
N42346-0,2094
N44786-0,2093
N31064,2092
N31769-0,2092
N58086-0,2092
N41298,2091
N10843,2090
N42781,2086
N46966-0,2085
N3697-0,2084
N13105-0,2082
N48015-0,2078
N1920-0,2075
N23563-0,2074
N26331-0,2070
N55943-0,2070
N31172,2070
N42281,2065
N7670-0,2065
N43487-0,2063
N65027-0,2063
N16463-0,2061
N33666,2059
N36516-0,2056
N60445-0,2056
N10347,2055
N40555,2052
N25113,2048
N9009-0,2048
N40207,2048
N46878-0,2047
N20134-0,2047
N49731,2045
N62391-0,2045
N29801-0,2044
N12042-0,2043
N17303,2043
N32939,2042
N26179,2040
N25158,2039
N9473-0,2038
N30619-0,2036
N57535-0,2035
N32519-0,2035
N27143-0,2033
N56742,2032
N35737-0,2031
N47747-0,2030
N27869-0,2028
N45270-0,2026
N50688-0,2025
N11821-0,2022
N29041,2022
N21178,2021
N59451,2021
N63429,2020
N11702-0,2020
N138,2014
N58077-0,2014
N25785,2011
N63796-0,2008
N926-0,2007
N17231-0,2002
N53875-0,2002
N35560,2000
N17587,2000
N41244,1999
N59214-0,1998
N39978-0,1998
N12377-0,1995
N64228-0,1993
N23935-0,1992
N19903-0,1990
N10359,1990
N50005-0,1990
N39774-0,1989
N48407-0,1987
N7422,1987
N32643,1986
N43587-0,1984
N38695-0,1984
N28788-0,1981
N40559-0,1981
N33247,1980
N17252-0,1980
N22976,1978
N6511,1977
N770,1976
N13057,1974
N60699,1974
N64955,1973
N61471,1973
N52424-0,1970
N23554,1967
N43275-0,1965
N51184,1964
N53883,1964
N24578,1961
N28918-0,1960
N63958-0,1959
N7927-0,1958
N55326,1957
N23113,1955
N57967,1954
N22975-0,1954
N25577,1954
N46845,1953
N5980-0,1952
N41511-0,1951
N58295-0,1950
N6388-0,1950
N6655,1942
N38490-0,1941
N35767-0,1940
N49956-0,1938
N26721-0,1938
N6831,1938
N30648-0,1936
N3380-0,1935
N50328,1933
N58264-0,1932
N23446-1,1930
N16384,1929
N43869-0,1926
N17892,1925
N10732,1919
N43789-0,1917
N18423-0,1916
N40785,1915
N33617,1915
N51285-0,1915
N3933,1913
N2678,1913
N16809-0,1913
N63855,1909
N54666-0,1906
N39556,1904
N37108-0,1904
N23805-0,1904
N46452-0,1900
N21576,1898
N2309,1898
N32482,1897
N12732,1894
N53037,1894
N52097,1893
N33361-0,1890
N59713-0,1889
N62634,1888
N51185-0,1887
N15034,1886
N57459-0,1884
N62006,1884
N2028,1884
N62479,1877
N20043-0,1877
N3415-0,1875
N51048-1,1875
N61463-0,1871
N43370-0,1870
N64482-0,1869
N46573,1869
N37394,1867
N22442-0,1864
N38697-0,1861
N37088-0,1860
N17109,1859
N13341-0,1855
N57527-0,1852
N53696-0,1851
N51299,1848
N41165-0,1848
N349-0,1846
N47612-0,1846
N12627-0,1845
N28899-0,1845
N37889,1845
N54595-0,1843
N24999,1842
N43992-0,1841
N9674,1840
N11484-0,1839
N47686,1838
N38182,1838
N65088-0,1837
N16533-0,1834
N11855,1833
N51112,1832
N44796,1832
N23129-0,1828
N64777,1828
N62227-0,1828
N1680-0,1827
N9284-0,1825
N17307-0,1824
N22549-0,1823
N60611,1822
N61742-0,1821
N52840,1820
N63779,1817
N36019,1814
N58241-0,1813
N29358,1813
N34824,1811
N49200-0,1809
N48875-0,1809
N58345-0,1808
N33713,1808
N46868,1808
N22270,1806
N17342-0,1805
N31002-0,1803
N39109-0,1803
N29276,1802
N18572-0,1802
N37905-0,1802
N23119,1800
N30967,1798
N47006-0,1798
N29510,1795
N58518,1794
N53214-0,1793
N25437-0,1792
N63906,1790
N45375-0,1790
N16215,1787
N45734-0,1783
N4861-0,1783
N288-0,1783
N10121-0,1782
N34564,1781
N41224-0,1781
N54634-0,1779
N33632-0,1778
N5270,1778
N5183,1778
N20263,1777
N59380,1776
N36053,1775
N35388-0,1774
N60605,1774
N45016-0,1774
N63174-0,1773
N35773-0,1773
N35926,1772
N63229,1771
N20178-0,1770
N5663,1770
N38512-0,1770
N30870-0,1769
N28074,1767
N15462-0,1767
N20486-0,1767
N1289-0,1766
N16790-0,1766
N27911,1766
N17571-0,1766
N52307,1762
N21119-0,1761
N34600-0,1760
N53343-0,1758
N56517-0,1757
N13636,1757
N13575-0,1755
N50381-0,1753
N41899,1753
N35854-0,1752
N33513,1750
N55558,1744
N45422-0,1742
N47570-0,1742
N59685-0,1742
N27079-0,1738
N35112-0,1736
N29867,1736
N12761-0,1735
N40201,1735
N55325-0,1734
N7431-0,1733
N3345,1732
N9944-0,1731
N16636,1731
N26618,1730
N6466,1729
N3031-0,1728
N12676,1728
N34579-0,1726
N48276,1725
N50288-0,1725
N54435,1725
N61342,1724
N63478-0,1724
N20930-0,1724
N32498,1724
N62729-0,1723
N61661,1723
N10616-0,1723
N17104-0,1722
N54695,1722
N52403,1719
N39414,1718
N44007,1716
N1012-0,1713
N28910-0,1712
N40130-0,1711
N60162-0,1708
N54359,1708
N20824-0,1708
N10464-0,1708
N10350-0,1707
N36933-0,1705
N41726-0,1704
N58569-0,1704
N62992-0,1703
N59142-0,1703
N17140-0,1697
N995,1697
N59887-0,1697
N10417,1696
N56240,1695
N60350,1695
N642,1694
N57030-0,1691
N23767-0,1690
N39520,1689
N19473,1686
N47173,1686
N47277,1685
N57005,1685
N4295-0,1684
N25040-0,1683
N30085-0,1682
N18132-0,1681
N15765,1681
N56638,1678
N26227-0,1678
N13404,1677
N15574-0,1675
N264,1674
N17070,1672
N65118-0,1672
N20069-0,1670
N49364,1668
N25467-0,1668
N57733-0,1664
N41089,1663
N3474-0,1662
N27766,1659
N51396,1658
N59252-0,1657
N32854-0,1657
N4486,1656
N44110,1655
N23028-0,1654
N17542,1654
N38046,1654
N32589-0,1654
N59254,1654
N38585,1653
N56469,1653
N3957-0,1652
N21771,1651
N18406-0,1650
N38923,1648
N1766,1647
N46917-0,1646
N35387-0,1645
N62070-0,1645
N58226,1644
N28203-0,1644
N41717-0,1644
N42208,1642
N37009-0,1641
N40356-0,1641
N22145-0,1640
N1180-0,1639
N4866,1639
N42528,1638
N39015-0,1637
N27140,1636
N64412-0,1635
N6956,1635
N64536,1633
N21815,1633
N46477-0,1633
N12424-0,1632
N7938,1629
N20067-0,1629
N21460,1629
N55714-0,1627
N41569,1627
N13816-0,1626
N27101-0,1622
N47508,1621
N35576-0,1621
N26122,1619
N39587-0,1619
N19241-0,1617
N20792,1617
N22408-0,1614
N63258,1614
N6464,1613
N18445,1613
N62212-0,1612
N12839-0,1607
N50578,1607
N33347-0,1607
N31035-0,1607
N62093-0,1606
N12900,1606
N56396-0,1606
N53872,1604
N24301-0,1604
N58363-1,1603
N39627,1602
N996,1602
N9824,1602
N20428-0,1600
N22825-0,1600
N20527-0,1600
N13580-0,1600
N37857,1599
N4770,1598
N61549-0,1596
N2155,1596
N40530-0,1596
N62360-1,1594
N29536-0,1594
N44123-0,1594
N47180,1592
N54980,1592
N12831-0,1588
N22185,1588
N36780,1587
N29961-0,1586
N12168-0,1586
N18873,1583
N3264,1581
N17161,1579
N19735-0,1579
N32437-0,1578
N32893,1577
N48410-0,1577
N7004,1577
N29641,1576
N44402,1575
N62049-0,1575
N26940-0,1575
N44818-0,1570
N16363,1567
N5905,1566
N8347-0,1566
N25867-0,1565
N62471,1565
N37748,1564
N6225,1564
N39118,1562
N60799-0,1562
N18409-0,1562
N60050,1560
N43638-0,1559
N42860-0,1559
N9734-0,1557
N47810,1555
N63786-0,1554
N36689-0,1552
N31213,1551
N5440,1551
N36615,1551
N54936,1547
N22230-0,1547
N18106,1545
N63583-0,1545
N63913-0,1544
N1398,1544
N65200,1543
N712,1542
N65202-0,1541
N32310,1541
N3817,1541
N51330-0,1539
N32789-0,1538
N15457-0,1537
N28767-0,1537
N60539-0,1536
N2912,1534
N34956-0,1534
N13369-0,1533
N25623-0,1533
N9808,1532
N1825,1528
N64474,1525
N61217,1524
N35567-0,1523
N64661,1523
N43073-0,1523
N2782,1523
N61972,1522
N8643-0,1522
N43277-0,1521
N50107-0,1520
N47671,1518
N46987,1517
N10867,1516
N60364,1516
N48606-0,1513
N7795-0,1512
N14185,1511
N57524,1510
N7044,1510
N36557,1509
N58572-0,1509
N46909,1508
N1066,1508
N26415-0,1507
N7840-0,1503
N986,1499
N56148,1498
N5629,1497
N21351-0,1497
N7642,1495
N30172-0,1495
N62124,1494
N34140,1494
N61006-0,1493
N19591,1492
N38779-1,1490
N11138-0,1490
N28578-0,1488
N21817,1488
N4854-0,1486
N43301-0,1486
N22455,1484
N45690,1484
N29597,1484
N10152,1483
N48697,1483
N37047,1482
N8615,1482
N52500,1481
