ItemID,Frequency
N33261-0,3792
N16209-0,3785
N62920-0,3783
N56051-0,3780
N36681-0,3774
N29340-0,3773
N23162-0,3772
N36351-0,3768
N36016-0,3768
N28495-0,3754
N12800-0,3746
N16804-0,3730
N16342-0,3722
N59390-0,3722
N61408-0,3720
N55050-0,3713
N41222-0,3711
N20915-0,3707
N62570-0,3704
N48578-0,3700
N38309-0,3693
N34657-0,3690
N20041-0,3690
N47229-0,3690
N52867-0,3685
N57402-0,3678
N54274-0,3666
N25163-0,3650
N53245-0,3632
N23814-0,3631
N63154-0,3611
N34110-0,3607
N1019-0,3602
N28047-0,3593
N35815-0,3580
N59469-0,3562
N46279-0,3558
N15224-0,3553
N18312-0,3545
N52180-0,3542
N40468-0,3533
N37338-0,3508
N49908-0,3504
N50302-0,3495
N14478-0,3493
N37533-0,3485
N26795-0,3468
N6379-0,3465
N20495-0,3464
N57032-0,3463
N36638-0,3458
N25444-0,3458
N8559-0,3457
N24157-0,3452
N30135-0,3447
N35847-0,3446
N2-0,3438
N4404-0,3425
N23089-0,3413
N15761-0,3402
N24109-0,3387
N32087-0,3381
N17340-0,3378
N51195-0,3377
N61787-0,3375
N43492-0,3370
N31448-0,3356
N29001-0,3355
N33755-0,3353
N35729-1,3346
N55949-0,3344
N61027-0,3331
N32144-0,3329
N61483-0,3325
N16166-0,3321
N25722-0,3318
N34724-0,3309
N53084-0,3289
N39683-0,3275
N28324-0,3260
N13974-0,3257
N23942-0,3255
N24111-0,3255
N33619-1,3246
N52723-0,3239
N38869-0,3238
N12029-0,3228
N16291-0,3226
N45389-0,3226
N23254-0,3224
N19092-0,3223
N59138-0,3208
N1940-0,3207
N33005-0,3202
N48890-0,3183
N57097-0,3177
N20793-0,3172
N64252-0,3168
N58814-0,3148
N21656-0,3147
N24207-0,3142
N47889-0,3139
N12579-0,3138
N64543-0,3135
N35389-0,3135
N18522-0,3135
N37394-0,3132
N9720-0,3130
N10552-0,3123
N59761-0,3116
N32641-0,3111
N29218-0,3106
N48705-0,3103
N51954-0,3101
N55186-0,3098
N61359-0,3094
N45704-0,3085
N20729-0,3071
N32567-0,3061
N34869-0,3060
N17115-0,3057
N44516-0,3057
N57327-0,3053
N57090-0,3051
N49955-0,3049
N46992-0,3037
N44249-0,3034
N44324-0,3025
N61296-0,3023
N48019-0,3013
N64968-0,3003
N3491-0,2991
N57809-0,2984
N20746-0,2980
N6066-0,2975
N39187-0,2969
N54300-0,2962
N15435-0,2962
N56711-0,2960
N50592-0,2955
N41612-0,2950
N39342-0,2944
N34668-0,2935
N22029-0,2932
N16118-0,2931
N16280-0,2928
N6857-0,2916
N31050-0,2908
N53054-0,2907
N55555-0,2901
N47346-0,2893
N43368-0,2891
N38662-0,2891
N5905-0,2886
N61032-0,2885
N7754-0,2885
N11768-0,2874
N48416-0,2873
N15194-0,2873
N27289-0,2872
N23548-0,2868
N3128-0,2864
N12608-0,2861
N33630-0,2860
N43083-0,2857
N962-0,2847
N21712-0,2847
N53585-1,2835
N36436-0,2831
N17031-0,2822
N19911-0,2821
N3285-0,2821
N646-0,2818
N23085-0,2808
N44651-0,2800
N31763-0,2798
N64632-0,2797
N18378-0,2795
N8929-0,2794
N30108-0,2785
N25966-0,2783
N19019-0,2776
N15279-0,2770
N6658-0,2770
N13981-0,2769
N48958-0,2769
N1228-0,2752
N58003-0,2752
N57651-0,2750
N36621-0,2750
N22320-0,2748
N45561-0,2747
N21753-0,2742
N45590-0,2738
N36752-0,2733
N4428-0,2730
N14713-0,2729
N21519-0,2727
N21-0,2723
N58813-0,2715
N61595-0,2714
N46283-0,2714
N36624-0,2710
N47267-0,2700
N47817-0,2697
N17965-0,2696
N38404-0,2693
N24180-0,2689
N23760-0,2683
N20079-0,2680
N28327-0,2673
N10812-0,2670
N31273-0,2668
N45742-0,2667
N53861-0,2658
N7891-0,2654
N57818-0,2654
N64745-0,2647
N41698-0,2641
N17482-0,2640
N13094-0,2639
N50060-0,2637
N8400-0,2627
N61023-0,2624
N23008-0,2620
N37673-0,2615
N40438-0,2609
N25471-0,2606
N6787-0,2591
N33576-0,2590
N39461-0,2588
N46845-0,2585
N43415-0,2584
N63656-0,2583
N50314-0,2579
N63970-1,2578
N14520-0,2570
N16931-0,2565
N5497-0,2564
N29735-0,2560
N58410-0,2559
N42670-0,2554
N9719-0,2554
N47851-0,2553
N6578-0,2552
N61768-0,2549
N9475-0,2540
N28523-0,2537
N1031-0,2532
N35094-0,2530
N35393-0,2529
N6890-0,2521
N52203-0,2520
N50329-0,2499
N31504-0,2497
N5957-0,2490
N166-0,2484
N45317-0,2483
N36221-0,2482
N36612-0,2479
N48473-0,2475
N14523-0,2470
N36003-0,2463
N20954-0,2455
N7466-0,2455
N33-0,2449
N25587-0,2448
N12493-0,2444
N62563-0,2442
N4663-0,2442
N3506-0,2438
N27437-0,2437
N10688-0,2436
N26952-0,2436
N37994-0,2436
N25414-0,2433
N61740-0,2431
N43432-0,2424
N36850-0,2412
N55940-0,2411
N8029-0,2411
N61571-0,2408
N28132-0,2408
N55488-0,2408
N27245-0,2408
N19050-0,2399
N33883-0,2397
N15134-0,2394
N52773-0,2393
N63390-0,2392
N6772-0,2392
N5075-0,2382
N13051-0,2376
N9271-0,2373
N43266-0,2361
N16777-0,2360
N4156-0,2358
N30188-0,2354
N44290-0,2354
N57987-0,2354
N3745-0,2353
N28862-0,2349
N48613-0,2345
N62688-0,2343
N20413-0,2340
N19423-0,2332
N8687-0,2330
N20676-0,2327
N36964-0,2326
N45660-0,2326
N43338-0,2323
N51241-0,2320
N261-0,2320
N103-0,2317
N26025-0,2314
N12492-0,2313
N9349-0,2306
N3726-0,2302
N45211-0,2299
N43460-0,2297
N55582-0,2297
N49685-1,2294
N30295-0,2292
N47401-0,2283
N25881-0,2271
N49279-1,2270
N8399-0,2267
N39758-0,2259
N6342-0,2254
N45076-0,2254
N16419-0,2251
N37793-0,2249
N40495-0,2247
N38311-0,2247
N6693-0,2240
N32846-0,2240
N46751-0,2238
N51553-0,2234
N42803-0,2234
N18613-0,2233
N6390-0,2224
N38263-0,2224
N33240-0,2223
N47035-0,2222
N58499-0,2219
N8191-0,2218
N24376-0,2209
N10913-0,2197
N17586-0,2196
N3167-0,2190
N55489-0,2180
N8373-0,2176
N65185-0,2175
N64009-0,2175
N32118-0,2171
N50484-0,2170
N55712-0,2169
N20018-0,2168
N2578-0,2166
N27932-0,2162
N31281-0,2153
N55743-0,2149
N38138-0,2145
N9354-0,2144
N27198-0,2140
N2952-0,2140
N53237-0,2137
N48077-0,2134
N21428-0,2133
N11269-0,2131
N287-1,2128
N51346-0,2124
N3580-0,2124
N30071-0,2124
N43748-0,2123
N43001-0,2123
N61363-0,2122
N11793-0,2118
N50619-0,2115
N51187-0,2114
N64748-0,2114
N41842-0,2111
N3663-0,2105
N21915-0,2104
N11551-0,2100
N9047-0,2095
N42346-0,2094
N31893-0,2094
N44786-0,2093
N31769-0,2092
N58086-0,2092
N46966-0,2085
N3697-0,2084
N13105-0,2082
N48015-0,2078
N1920-0,2075
N23563-0,2074
N55943-0,2070
N26331-0,2070
N7670-0,2065
N43487-0,2063
N65027-0,2063
N16463-0,2061
N60445-0,2056
N36516-0,2056
N9009-0,2048
N20134-0,2047
N46878-0,2047
N62391-0,2045
N29801-0,2044
N12042-0,2043
N9473-0,2038
N30619-0,2036
N32519-0,2035
N57535-0,2035
N27143-0,2033
N35737-0,2031
N47747-0,2030
N27869-0,2028
N45270-0,2026
N50688-0,2025
N11821-0,2022
N11702-0,2020
N58077-0,2014
N63796-0,2008
N926-0,2007
N53875-0,2002
N17231-0,2002
N39978-0,1998
N59214-0,1998
N12377-0,1995
N64228-0,1993
N23935-0,1992
N19903-0,1990
N50005-0,1990
N39774-0,1989
N48407-0,1987
N38695-0,1984
N43587-0,1984
N28788-0,1981
N40559-0,1981
N17252-0,1980
N52424-0,1970
N43275-0,1965
N28918-0,1960
N63958-0,1959
N7927-0,1958
N22975-0,1954
N5980-0,1952
N41511-0,1951
N6388-0,1950
N58295-0,1950
N38490-0,1941
N35767-0,1940
N49956-0,1938
N26721-0,1938
N30648-0,1936
N3380-0,1935
N58264-0,1932
N23446-1,1930
N43869-0,1926
N43789-0,1917
N18423-0,1916
N51285-0,1915
N16809-0,1913
N54666-0,1906
N23805-0,1904
N37108-0,1904
N46452-0,1900
N33361-0,1890
N59713-0,1889
N51185-0,1887
N57459-0,1884
N20043-0,1877
N51048-1,1875
N3415-0,1875
N61463-0,1871
N43370-0,1870
N64482-0,1869
N22442-0,1864
N38697-0,1861
N37088-0,1860
N13341-0,1855
N57527-0,1852
N53696-0,1851
N41165-0,1848
N47612-0,1846
N349-0,1846
N12627-0,1845
N28899-0,1845
N54595-0,1843
N43992-0,1841
N11484-0,1839
N65088-0,1837
N16533-0,1834
N23129-0,1828
N62227-0,1828
N1680-0,1827
N9284-0,1825
N17307-0,1824
N22549-0,1823
N61742-0,1821
N58241-0,1813
N49200-0,1809
N48875-0,1809
N58345-0,1808
N17342-0,1805
N39109-0,1803
N31002-0,1803
N18572-0,1802
N37905-0,1802
N47006-0,1798
N53214-0,1793
N25437-0,1792
N45375-0,1790
N288-0,1783
N45734-0,1783
N4861-0,1783
N10121-0,1782
N41224-0,1781
N54634-0,1779
N33632-0,1778
N45016-0,1774
N35388-0,1774
N63174-0,1773
N35773-0,1773
N38512-0,1770
N20178-0,1770
N30870-0,1769
N15462-0,1767
N20486-0,1767
N17571-0,1766
N1289-0,1766
N16790-0,1766
N21119-0,1761
N34600-0,1760
N53343-0,1758
N56517-0,1757
N13575-0,1755
N50381-0,1753
N35854-0,1752
N59685-0,1742
N47570-0,1742
N45422-0,1742
N27079-0,1738
N35112-0,1736
N12761-0,1735
N55325-0,1734
N7431-0,1733
N9944-0,1731
N3031-0,1728
N34579-0,1726
N50288-0,1725
N20930-0,1724
N63478-0,1724
N62729-0,1723
N10616-0,1723
N17104-0,1722
N1012-0,1713
N28910-0,1712
N40130-0,1711
N60162-0,1708
N10464-0,1708
N20824-0,1708
N10350-0,1707
N36933-0,1705
N58569-0,1704
N41726-0,1704
N62992-0,1703
N59142-0,1703
N59887-0,1697
N17140-0,1697
N57030-0,1691
N23767-0,1690
N4295-0,1684
N25040-0,1683
N30085-0,1682
N18132-0,1681
N26227-0,1678
N15574-0,1675
N65118-0,1672
N20069-0,1670
N25467-0,1668
N57733-0,1664
N3474-0,1662
N32854-0,1657
N59252-0,1657
N32589-0,1654
N23028-0,1654
N3957-0,1652
N18406-0,1650
N46917-0,1646
N62070-0,1645
N35387-0,1645
N28203-0,1644
N41717-0,1644
N40356-0,1641
N37009-0,1641
N22145-0,1640
N1180-0,1639
N39015-0,1637
N64412-0,1635
N46477-0,1633
N12424-0,1632
N20067-0,1629
N55714-0,1627
N13816-0,1626
N27101-0,1622
N35576-0,1621
N39587-0,1619
N19241-0,1617
N22408-0,1614
N62212-0,1612
N31035-0,1607
N12839-0,1607
N33347-0,1607
N62093-0,1606
N56396-0,1606
N24301-0,1604
N58363-1,1603
N22825-0,1600
N13580-0,1600
N20428-0,1600
N20527-0,1600
N61549-0,1596
N40530-0,1596
N29536-0,1594
N62360-1,1594
N44123-0,1594
N12831-0,1588
N29961-0,1586
N12168-0,1586
N19735-0,1579
N32437-0,1578
N48410-0,1577
N26940-0,1575
N62049-0,1575
N44818-0,1570
N8347-0,1566
N25867-0,1565
N60799-0,1562
N18409-0,1562
N42860-0,1559
N43638-0,1559
N9734-0,1557
N63786-0,1554
N36689-0,1552
N22230-0,1547
N63583-0,1545
N63913-0,1544
N65202-0,1541
N51330-0,1539
N32789-0,1538
N15457-0,1537
N28767-0,1537
N60539-0,1536
N34956-0,1534
N13369-0,1533
N25623-0,1533
N35567-0,1523
N43073-0,1523
N8643-0,1522
N43277-0,1521
N50107-0,1520
N48606-0,1513
N7795-0,1512
N58572-0,1509
N26415-0,1507
N7840-0,1503
N21351-0,1497
N30172-0,1495
N61006-0,1493
N38779-1,1490
N11138-0,1490
N28578-0,1488
N4854-0,1486
N43301-0,1486
N58848-0,1480
N41881-1,1478
N36741-0,1475
N57385-0,1475
N37019-0,1475
N29840-0,1474
N20240-0,1470
N27789-0,1468
N55322-0,1467
N11856-0,1467
N51764-0,1467
N15020-0,1464
N61320-0,1463
N29133-0,1463
N11940-0,1461
N39269-0,1460
N61811-0,1458
N6664-0,1454
N45550-0,1453
N52694-0,1450
N22816-0,1449
N11869-0,1447
N46810-0,1447
N26081-0,1445
N44145-0,1445
N37870-0,1442
N14522-0,1438
N51489-0,1438
N53886-0,1437
N57962-0,1437
N12109-0,1435
N27515-0,1434
N53431-0,1432
N14400-0,1429
N52662-0,1428
N17087-0,1428
N11087-0,1425
N10840-0,1421
N48707-0,1420
N25811-0,1415
N20770-0,1412
N58171-0,1411
N23174-0,1411
N61648-0,1411
N54868-0,1411
N12731-0,1410
N16314-0,1409
N3064-0,1407
N42144-0,1407
N42977-1,1406
N20281-0,1404
N14408-0,1402
N44616-0,1398
N5688-0,1397
N62208-0,1394
N62358-0,1394
N38080-0,1391
N706-0,1390
N56548-0,1388
N10746-0,1387
N28934-0,1387
N32387-0,1386
N35272-0,1385
N4034-0,1383
N64095-0,1380
N55976-0,1378
N64397-0,1378
N49777-0,1377
N39471-0,1375
N55631-0,1368
N57342-0,1368
N3418-0,1366
N53012-0,1366
N28735-0,1365
N17389-0,1362
N55411-0,1361
N10272-0,1361
N9158-0,1360
N19075-0,1359
N46972-0,1359
N23391-0,1356
N47245-0,1354
N38337-0,1352
N555-0,1351
N5516-0,1351
N50406-0,1350
N22221-0,1350
N209-0,1348
N17106-0,1345
N40380-0,1344
N58301-0,1339
N849-0,1333
N29490-0,1332
N14056-0,1327
N1774-0,1324
N42028-0,1324
N21479-0,1324
N62599-0,1322
N50004-0,1322
N2046-0,1321
N50138-0,1321
N25324-0,1320
N57319-0,1319
N31395-0,1319
N37908-0,1318
N51506-0,1318
N44737-0,1317
N41380-0,1316
N35958-0,1316
N58710-0,1315
N62003-0,1314
N20015-0,1313
N21840-0,1313
N61397-0,1308
N62762-0,1308
N5288-0,1306
N48572-0,1299
N57456-0,1297
N51587-0,1296
N40839-1,1296
N24457-0,1296
N15269-0,1295
N21611-0,1291
N5791-0,1287
N53907-0,1284
N43373-0,1284
N54291-0,1280
N453-0,1279
N9187-0,1278
N54003-0,1277
N25949-0,1275
N26159-0,1275
N38808-0,1273
N37332-0,1271
N33425-0,1269
N59653-0,1269
N34612-0,1269
N13005-0,1264
N62366-0,1263
N47748-0,1262
N43202-0,1258
N4162-0,1254
N60932-0,1253
N25212-0,1246
N27583-0,1245
N46466-0,1244
N47576-0,1244
N27349-0,1242
N52409-0,1241
N45445-0,1240
N12325-0,1239
N38999-0,1232
N34915-0,1230
N4807-0,1229
N49123-0,1227
N33623-0,1226
N44399-0,1222
N52600-0,1221
N59462-0,1220
N30473-0,1220
N47602-0,1218
N34436-0,1217
N23556-0,1215
N58549-0,1208
N53031-0,1208
N52557-0,1208
N41533-0,1205
N30814-0,1204
N35671-0,1204
N41569-0,1203
N48340-0,1203
N57943-0,1202
N614-0,1202
N43500-0,1198
N49157-0,1198
N60231-0,1195
N31948-0,1192
N23749-0,1192
N40387-0,1191
N4642-1,1189
N61962-0,1186
N40071-0,1185
N33689-0,1184
N29065-0,1182
N56300-0,1182
N2787-0,1180
N8855-0,1180
N18377-0,1179
N3232-0,1178
N29822-0,1177
N27497-0,1177
N3304-0,1174
N41113-0,1174
N56573-0,1173
N63685-0,1172
N4241-0,1171
N38023-0,1171
N56214-1,1168
N6816-0,1167
N14531-0,1165
N23864-0,1164
N27314-0,1164
N4815-0,1163
N18403-0,1161
N49030-0,1158
N26626-0,1153
N45456-0,1148
N54397-0,1148
N32798-0,1147
N30725-0,1144
N3589-0,1143
N45442-0,1140
N41020-1,1139
N26262-1,1139
N24171-0,1138
N16328-0,1137
N7821-1,1134
N26607-0,1131
N61407-0,1130
N28385-0,1130
N10602-0,1129
N64945-0,1127
N44146-0,1127
N51896-0,1125
N40300-0,1122
N350-0,1122
N26944-0,1121
N53615-0,1121
N34930-0,1121
N10674-0,1121
N41285-0,1120
N25088-0,1120
N4080-0,1120
N36837-0,1119
N42397-0,1119
N52122-1,1118
N27961-0,1118
N24509-0,1117
N32207-0,1116
N50058-0,1116
N18340-0,1115
N48476-0,1115
N49491-0,1114
N62838-0,1113
N44742-0,1113
N41979-0,1112
N23060-0,1112
N37348-0,1112
N12537-0,1112
N47151-0,1111
N21036-0,1111
N46736-0,1109
N6929-0,1106
N834-0,1104
N49180-1,1103
N31406-0,1101
N55950-0,1101
N58271-0,1100
N26639-0,1100
N59673-1,1099
N29964-0,1099
N50575-0,1098
N40539-0,1096
N6268-0,1096
N54489-1,1096
N60585-0,1095
N26702-0,1095
N23429-0,1094
N17419-0,1093
N3517-0,1093
N65236-0,1092
N54287-0,1090
N23824-0,1090
N10642-0,1087
N29003-0,1085
N51255-0,1085
N3179-0,1084
N49704-0,1084
N23134-0,1084
N47020-1,1084
N32890-0,1083
N33123-0,1083
N21297-0,1080
N10551-0,1079
N61885-0,1079
N57132-0,1078
N7470-0,1075
N28983-0,1075
N36532-0,1074
N39810-0,1073
N37497-0,1073
N25406-0,1070
N13131-0,1069
N46666-0,1068
N6953-0,1068
N14440-0,1066
N52502-0,1065
N29298-0,1062
N37384-0,1062
N51975-0,1061
N40342-0,1061
N51797-0,1060
N18978-0,1059
N26091-0,1057
N3737-0,1056
N19647-0,1055
N30290-0,1054
N36675-0,1053
N19099-0,1052
N8913-0,1049
N8907-0,1048
N10123-0,1048
N52474-0,1046
N35776-0,1044
N33885-1,1043
N61952-0,1043
N2562-0,1042
N22978-0,1041
N8170-0,1041
N27525-0,1039
N17357-0,1039
N39446-0,1035
N60826-0,1035
N22371-0,1032
N31630-0,1028
N25953-0,1028
N28204-0,1025
N45173-0,1023
N45523-1,1023
N52752-0,1022
N42266-0,1022
N8656-0,1020
N26918-0,1019
N41651-0,1018
N6916-0,1017
N36424-0,1015
N16380-0,1014
N33985-0,1012
N10386-0,1012
N29155-0,1011
N18862-0,1011
N25049-0,1007
N45964-0,1007
N52683-0,1006
N49240-0,1005
N61497-0,1004
N8349-0,1003
N12330-0,1003
N54038-0,1002
N37774-0,999
N53848-0,996
N49487-0,995
N1705-0,994
N30836-0,993
N5695-0,992
N3792-0,992
N53111-0,991
N20602-0,991
N9104-0,991
N29854-0,991
N29952-0,990
N357-0,990
N28046-0,987
N47453-0,986
N29517-0,986
N29017-0,986
N48920-0,984
N15803-0,980
N5043-0,980
N16344-0,977
N33144-0,976
N26278-0,975
N48064-0,974
N57226-0,973
N42285-0,972
N45366-0,972
N6471-0,971
N4615-0,971
N5587-0,971
N6051-0,969
N45543-0,968
N36707-0,968
N8045-0,967
N52312-0,965
N8260-0,965
N22617-0,960
N27258-0,960
N46779-0,958
N59186-0,958
N9639-0,958
N44694-0,956
N195-0,955
N19770-0,954
N9617-0,954
N58155-0,952
N5597-0,952
N2886-0,945
N36931-0,945
N13730-0,944
N11301-0,941
N4975-0,941
N44966-0,940
N4148-0,938
N12589-0,938
N56355-0,938
N14170-0,936
N46258-0,935
N6866-0,934
N53008-0,934
N58140-0,933
N4598-0,933
N28585-0,933
N17168-0,928
N5001-0,927
N43179-0,927
N51006-0,926
N50691-0,925
N10061-0,924
N50135-0,924
N17355-0,923
N29839-0,922
N64816-0,919
N5827-0,919
N16659-0,919
N28888-0,918
N15117-0,916
N18151-0,915
N36050-0,913
N2878-0,912
N18685-0,911
N32829-0,908
N57716-0,905
N3087-0,905
N40602-0,904
N10969-0,903
N52446-0,903
N43143-0,903
N60577-0,902
N32031-0,901
N57311-0,901
N54381-0,901
N6458-0,901
N24104-0,901
N19867-0,900
N28091-0,899
N13403-0,897
N40381-0,897
N32005-0,895
N61608-0,894
N34520-0,893
N1767-0,892
N14285-0,891
N19776-0,890
N54232-0,890
N53630-0,889
N25138-0,888
N1046-0,885
N21571-0,884
N18059-0,884
N19661-1,881
N27540-0,880
N45462-0,879
N61022-1,879
N12714-0,879
N23414-1,878
N41555-0,878
N3465-0,878
N3431-0,876
N15160-0,876
N2871-0,876
N36086-0,875
N34400-0,875
N44540-0,874
N46567-0,873
N18103-0,872
N49354-0,872
N17865-0,870
N48937-0,869
N1480-0,868
N12850-0,867
N3392-0,867
N37781-0,866
N1604-0,865
N51763-0,865
N1034-1,864
N3339-0,863
N16138-0,861
N54161-0,861
N24985-0,861
N54792-0,860
N51478-0,860
N24550-0,860
N13263-0,860
N37814-0,859
N58030-0,857
N55065-0,856
N27966-0,853
N32759-0,853
N29196-0,853
N4485-0,853
N27473-0,852
N26514-0,852
N39267-0,848
N34977-0,848
N366-0,848
N11784-0,847
N20567-0,847
N63342-0,847
